
ALFA ROMEO	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
FERRARI	456, 456M	92-03	5/108	50 front, 25 rear	67,1	N 14x1,50
FERRARI	458 Italia, Spider	10-15	5/114,3	45 front, 58 rear	67,1	N 14x1,50
FERRARI	458 Speciale	13-15	5/114,3	45 front, 48 rear	67,1	N 14x1,50
FERRARI	488 GTB, Spider	15-17	5/114,3	45 front, 58 rear	67,1	N 14x1,50
FERRARI	512 TR, F512 M	91-96	5/108	46 front, 82 rear	67,1	N 14x1,50
FERRARI	550, 575M	96-06	5/108	42 front, 32 rear	67,1	N 14x1,50
FERRARI	599 GTB Fiorano	06-12	5/114,3	42 front, 64 rear	67,1	B 14x1,50
FERRARI	612 Scaglietti	04-11	5/114,3	42 front, 50 rear	67,1	N 14x1,50
FERRARI	California, California T	08-16	5/114,3	44 front, 53 rear	67,1	N 14x1,50
FERRARI	Enzo Ferrari	02-04	5/114,3	5	63,5	N 16x1,50
FERRARI	F12berlinetta	12-17	5/114,3	48 front, 72 rear	67,1	B 14x1,50
FERRARI	F355	94-99	5/108	32 front, 77 rear	67,1	N 14x1,50
FERRARI	F40	87-96	5/108	-	-	-
FERRARI	F430, F430 Spider	04-09	5/108	30 front, 40 rear	67,1	N 14x1,50
FERRARI	FF	11-16	5/114,3	45 front, 52 rear	67,1	B 14x1,50
FERRARI	GTC4Lusso	16-17	5/114,3	45 front, 52 rear	67,1	B 14x1,50
FERRARI	Testarossa	84-91	5/108	34 front, 60 rear	67,1	N 14x1,50
FIAT	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
FIAT	124 Sport Spider	66-85	4/98	30	58,1	B 12x1,25
FIAT	124 Spider	16-17	4/100	45	54,1	N 12x1,50
FIAT	125	67-72	4/98	30	58,1	B 12x1,25
FIAT	127	71-83	4/98	42	58,1	B 12x1,25
FIAT	128	69-85	4/98	42	58,1	B 12x1,25
FIAT	131	74-84	4/98	30	58,1	B 12x1,25
FIAT	132	72-81	4/98	30	58,1	B 12x1,25
FIAT	500	07-16	4/98	42	58,1	B 12x1,25
FIAT	500L	12-16	5/98	37	58,1	B 12x1,25
FIAT	500X	13-16	5/110	42	65,1	B 12x1,25
FIAT	Barchetta	95-05	4/98	42	58,1	B 12x1,25
FIAT	Brava / Bravo (Gen 1)	95-01	4/98	42	58,1	B 12x1,25
FIAT	Bravo (Gen 2)	07-14	4/98	32	58,1	B 12x1,25
FIAT	Coupé	94-00	4/98	42	58,1	B 12x1,25
FIAT	Croma	05-11	5/110	42	65,1	B 12x1,50
FIAT	Doblò (Gen 1)	01-10	4/98	42	58,1	B 12x1,25
FIAT	Doblò (Gen 2)	10-16	5/98	40	58,1	B 12x1,25
FIAT	Ducato (small chassi, 15-inch wheel)	94-16	5/118	68	71,1	B 14x1,50
FIAT	Ducato MAXI (large chassi, 16-inch wheel)	94-16	5/130	68	78,1	B 16x1,50
FIAT	Fiorino boz	07-16	4/98	44	58,1	B 12x1,25
FIAT	Freemont	11-16	5/127	40	71,6	N 12x1,50
FIAT	Fullback	16-17	6/139,7	38	67,1	N 12x1,50
FIAT	Marea	96-02	4/98	42	58,1	B 12x1,25
FIAT	Multipla	98-10	4/98	42	58,1	B 12x1,25
FIAT	Palio	98-06	4/98	35	58,1	B 12x1,25
FIAT	Panda / Panda 4x4 (Gen 1-3)	80-16	4/98	35	58,1	B 12x1,25
FIAT	Punto (Gen 1-2)	93-06	4/98	35	58,1	B 12x1,25
FIAT	Punto / Grand Punto / Punto Evo (Gen 3)	06-16	4/100	42	56,6	B 12x1,50
FIAT	Qubo	10-16	4/98	44	58,1	B 12x1,25
FIAT	Regata	83-90	4/98	42	58,1	B 12x1,25
FIAT	Ritmo	78-88	4/98	42	58,1	B 12x1,25
FIAT	Scudo (Gen 1)	96-07	5/98	32	58,1	B 14x1,50
FIAT	Scudo (Gen 2)	07-16	5/108	42	65,1	B 12x1,25
FIAT	Scudo (Gen 3)	16-17	5/114,3	40	66,1	B 14x1,50
FIAT	Stilo (all models)	01-07	4/98	42	58,1	B 12x1,25
FIAT	Strada	01-14	4/98	42	58,1	B 12x1,25
FIAT	Tempra	90-99	4/98	42	58,1	B 12x1,25
FIAT	Tipo	88-95	4/98	42	58,1	B 12x1,25
FIAT	Tipo	16-17	5/98	37	58,1	B 12x1,25
FIAT	Uno	83-95	4/98	42	58,1	B 12x1,25
FIAT	X1/9 / Bertone X1/9	72-89	4/98	30	58,1	B 12x1,25
FORD	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
FORD	Aerostar	86-97	5/114,3	20	70,3	N 1/2"-RH
FORD	B-Max	12-16	4/108	38	63,4	N 12x1,50
FORD	C-Max (Gen 1-2)	03-16	5/108	51	63,4	N 12x1,50
FORD	Cougar	98-02	4/108	45	63,4	N 12x1,50
FORD	Crown Victoria (Gen 1-2)	91-02	5/114,3	10	70,5	N 1/2" (20 UNF)
FORD	Crown Victoria (Gen 2, refresh)	03-11	5/114,3	50	70,5	N 1/2" (20 UNF)
FORD	EcoSport	14-17	4/108	38	63,4	N 12x1,50
FORD	Edge (Gen 1)	07-14	5/114,3	44	70,5	N 1/2" (20 UNF)
FORD	Edge (Gen 2)	15-17	5/108	52	63,4	N 14x1,50
FORD	Escape (Gen 1-2)	00-12	5/114,3	45	67,1	N 12x1,50
FORD	Escape (Gen 3)	13-17	5/108	52	63,4	N 14x1,50
FORD	Escort (Gen 3-6)	80-04	4/108	41	63,4	N 12x1,50
FORD	Escort Cosworth	92-96	4/108	21	63,4	N 12x1,50
FORD	Excursion	99-05	8/170	10	124,9	N 14x1,50
FORD	Expedition (Gen 1)	97-00	5/135	10	87,1	N 12x1,75
FORD	Expedition (Gen 1)	01-02	5/135	10	87,1	N 14x2,00
FORD	Expedition (Gen 2)	03-06	6/135	44	87,1	N 14x2,00
FORD	Expedition (Gen 3)	07-17	6/135	35	87,1	N 14x2,00
FORD	Explorer (Gen 1-5)	91-16	5/114,3	44	70,5	N 1/2"
FORD	F-150, F-100, Pickup (5-bolt, gen 1-9)	48-96	5/139,7	1	87,1	N 1/2"-RH
FORD	F-150 (Gen 10)	97-00	5/135	5	87,1	N 12x1,75
FORD	F-150 (Gen 10)	01-04	5/135	5	87,1	N 14x2,00
FORD	F-150 (Gen 11-13)	04-17	6/135	44	87,1	N 14x2,00
FORD	F-250, F-350, Super Duty, Pickup (8-bolt, gen 1-9)	48-96	8/165,1	1	124,9	N 9/16"
FORD	F-250, F-350, Super Duty (Gen 10-13)	97-17	8/170	5	124,9	N 14x2,00
FORD	Fiesta (Gen 1-2)	76-89	4/108	37	63,4	N 12x1,50
FORD	Fiesta (Gen 3)	89-97	4/108	40	63,4	N 12x1,50
FORD	Fiesta (Gen 4)	97-02	4/108	43	63,4	N 12x1,50
FORD	Fiesta (Gen 5-6)	02-17	4/108	48	63,4	N 12x1,50
FORD	Five Hundred	05-08	5/114,3	52	63,4	N 1/2" (20 UNF)
FORD	Flex	09-17	5/114,3	50	63,4	N 1/2" (20 UNF)
FORD	Focus (Gen 1)	98-04	4/108	48	63,4	N 12x1,50
FORD	Focus (Gen 2-3)	04-17	5/108	51	63,4	N 12x1,50
FORD	Focus RS (Gen 1)	02-04	4/108	55	63,4	N 12x1,50
FORD	Focus RS (Gen 2)	09-11	5/108	60	63,4	N 12x1,50
FORD	Focus RS (Gen 3)	16-17	5/108	55	63,4	N 12x1,50
FORD	Freestar	04-07	5/114,3	45	63,4	N 12x1,50
FORD	Galaxy (Gen 1)	95-06	5/112	55	57,1	B 14x1,50
FORD	Galaxy (Gen 2-3)	06-17	5/108	50	63,4	N 14x1,50
FORD	GT	04-06	5/114,3	50 front, 40 rear	67,1	N 12x1,75
FORD	Ka, Sport Ka, Street Ka (Gen 1)	96-08	4/108	39	63,4	N 12x1,50
FORD	Ka (Gen 2)	09-16	4/98	35	58,1	B 12x1,25
FORD	Kuga (Gen 1-2)	08-17	5/108	50	63,4	N 12x1,50
FORD	Maverick	00-07	5/114,3	50	67,1	N 12x1,50
FORD	Mondeo (Gen 1)	93-00	4/108	48	63,4	N 12x1,50
FORD	Mondeo (Gen 2-4)	00-17	5/108	51	63,4	N 12x1,50
FORD	Mustang (Gen 1)	64-73	5/114,3	22	70,3	N 1/2" (UNF 20)
FORD	Mustang (Gen 2-3)	74-93	4/108	22	63,4	N 1/2" (UNF 20)
FORD	Mustang (Gen 4)	94-04	5/114,3	30	70,3	N 1/2" (UNF 20)
FORD	Mustang (Gen 5)	05-14	5/114,3	42	70,3	N 1/2" (UNF 20)
FORD	Mustang (Gen 6)	15-18	5/114,3	45	70,5	N 14x1,50
FORD	Probe	88-92	5/114,3	40	59,5	N 12x1,50
FORD	Probe	93-97	5/114,3	40	67,1	N 12x1,50
FORD	Puma 14-inch	97-02	4/108	43	63,4	N 12x1,50
FORD	Puma 15-inch	97-02	4/108	35	63,4	N 12x1,50
FORD	Ranger (Mazda B-Series)	98-06	6/139,7	30	93,1	N 12x1,50
FORD	Ranger (Mazda BT-50)	06-11	6/139,7	30	93,1	N 12x1,50
FORD	Ranger (T6)	11-17	6/139,7	55	93,1	N 12x1,50
FORD	S-Max (Gen 1-2)	06-16	5/108	50	63,4	N 12x1,50
FORD	Scorpio (5-bolt, gen 1)	85-94	5/112	38	63,4	N 12x1,50
FORD	Scorpio (4-bolt, gen 2)	94-98	4/108	49	63,4	N 12x1,50
FORD	Sierra, Sierra Cosworth	82-94	4/108	41	63,4	N 12x1,50
FORD	Taurus, Taurus SHO (Gen 1-4)	86-07	5/108	42	63,4	N 12x1,50
FORD	Taurus, Taurus SHO (Gen 5-6)	08-17	5/114,3	50	63,4	N 12x1,50
FORD	Taurus X / Freestyle	05-09	5/114,3	50	63,4	N 12x1,50
FORD	Thunderbird	83-88	4/108	20	63,4	N 12x1,50
FORD	Thunderbird	89-97	5/108	40	63,4	N 12x1,50
FORD	Thunderbird	01-06	5/108	45	63,4	N 12x1,50
FORD	Tourneo Connect	13-17	5/108	50	63,4	N 12x1,50
FORD	Tourneo Courier	14-17	4/108	38	63,4	N 12x1,50
FORD	Tourneo Custom	13-17	5/160	60	65,1	N 14x2,00
FORD	Transit, Transit Custom (Gen 2-4)	86-17	5/160	60	65,1	N 14x2,00
FORD	Transit Connect (Gen 1-2)	02-17	5/108	51	63,4	N 12x1,50
FORD	Transit Courier	14-17	5/108	38	63,4	N 12x1,50
FORD	Van (5-bolt, E-Series)	61-16	5/139,7	1	87,1	N 1/2" (20 UNF)
FORD	Van (8-bolt, E-Series)	61-16	5/165,1	1	124,9	N 9/16"
FORD	Windstar	94-03	5/108	45	63,4	N 12x1,50
HONDA	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
HONDA	Accord (Gen 2-3)	82-90	4/100	45	56,1	N 12x1,50
HONDA	Accord (Gen 4-6)	89-03	4/114,3	50	64,1	N 12x1,50
HONDA	Accord (Gen 7-9)	03-16	5/114,3	52	64,1	N 12x1,50
HONDA	Accord Coupé (Gen 6-9)	98-16	5/114,3	55	64,1	N 12x1,50
HONDA	Civic (Gen 1-7)	72-06	4/100	45	56,1	N 12x1,50
HONDA	Civic (Gen 8)	06-12	5/114,3	55	64,1	N 12x1,50
HONDA	Civic, Civic Tourer / SW (Gen 9)	12-16	5/114,3	45	64,1	N 12x1,50
HONDA	Civic Type R (Gen 7-8)	01-12	5/114,3	55	64,1	N 12x1,50
HONDA	Civic Type R (Gen 9)	15-16	5/120	55	64,1	N 14x1,50
HONDA	Concerto	90-94	4/100	45	56,1	N 12x1,50
HONDA	CR-V/CRV (4-bolt, gen 1)	97-01	4/114,3	50	64,1	N 12x1,50
HONDA	CR-V/CRV (5-bolt, gen 1-4)	97-16	5/114,3	50	64,1	N 12x1,50
HONDA	CR-X/CRX, CR-X del Sol (Gen 1-3)	84-98	4/100	45	56,1	N 12x1,50
HONDA	CR-Z/CRZ	10-16	5/114,3	55	64,1	N 12x1,50
HONDA	Element	03-11	5/114,3	51	64,1	N 12x1,50
HONDA	FR-V, FRV	04-09	5/114,3	48	64,1	N 12x1,50
HONDA	HR-V, HRV (Gen 1)	99-06	5/114,3	55	64,1	N 12x1,50
HONDA	HR-V, HRV (Gen 2)	16-16	5/114,3	46	64,1	N 12x1,50
HONDA	Insight (Gen 2)	99-14	4/100	46	56,1	N 12x1,50
HONDA	Integra (Gen 1-3)	85-01	4/100	45	56,1	N 12x1,50
HONDA	Integra Type R (Gen 3)	98-01	5/114,3	55	64,1	N 12x1,50
HONDA	Integra, Integra Type R (Gen 4)	02-06	5/114,3	55	64,1	N 12x1,50
HONDA	Jazz (Gen 1-3)	01-16	4/100	45	56,1	N 12x1,50
HONDA	Legend (Gen 1)	87-91	4/114,3	50	64,1	N 12x1,50
HONDA	Legend (Gen 2-3)	91-04	5/114,3	55	64,1	N 12x1,50
HONDA	Legend (Gen 4)	04-12	5/120	55	64,1	N 14x1,50
HONDA	Logo	99-01	4/100	35	56,1	N 12x1,50
HONDA	NSX (Gen 1)	91-06	5/114,3	55 front, 60 rear	70,1 front, 64,1 rear	N 12x1,50
HONDA	Odyssey (Gen 1-4)	94-16	5/114,3	50	64,1	N 12x1,50
HONDA	Odyssey North America (Gen 1-2)	94-04	5/114,3	50	64,1	N 12x1,50
HONDA	Odyssey North America (Gen 3-4)	04-16	5/120	45	64,1	N 14x1,50
HONDA	Prelude (Gen 1-3)	79-92	4/100	45	56,1	N 12x1,50
HONDA	Prelude (Gen 4)	92-97	4/114,3	50	64,1	N 12x1,50
HONDA	Prelude (Gen 5)	97-02	5/114,3	50	64,1	N 12x1,50
HONDA	Quint	80-85	4/100	45	56,1	N 12x1,50
HONDA	Ridgeline (Pickup truck)	06-14	5/120	45	64,1	N 14x1,50
HONDA	S2000 (Gen 1-2)	99-09	5/114,3	55	64,1	N 12x1,50
HONDA	Shuttle	94-99	5/114,3	50	64,1	N 12x1,50
HONDA	Stream (Gen 1-2)	01-14	5/114,3	51	64,1	N 12x1,50
HUMMER	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
HUMMER	H1	92-06	8/165,1	10	117	N 14x1,50
HUMMER	H2	02-09	8/165,1	10	117	N 14x1,50
HUMMER	H3	06-10	6/139,7	20	100	N 12x1,50
CARAVANS, GENERAL	Caravan model	Year	Bolt pattern	Offset	Center bore	Stud size
CARAVANS, GENERAL	4-bolt (often twin axle)	-	4/100	30	57,1	-
CARAVANS, GENERAL	5-bolt (often single axle)	-	5/112	30	57,1	-
CARAVAN, HOBBY	Caravan model	Year	Bolt pattern	Offset	Center bore	Stud size
HOBBY	4-bolt, all	85-89	4/100	30	-	-
HOBBY	5-bolt "small"	85-89	5/112	30	-	-
HOBBY	5-bolt "large"	85-89	5/120	30	-	-
HOBBY	4-bolt, all	16	4/100	30	-	-
HOBBY	5-bolt, all	16	5/112	30	-	-
CARAVAN, KABE	Caravan model	Year	Bolt pattern	Offset	Center bore	Stud size
KABE	4-bolt, steelwheel (twin axle)	05	4/100	30	55	-
KABE	4-bolt, aluminumwheel (twin axle)	05-06	4/100	35	69,1	-
KABE	5-bolt, steelwheel (single axle)	05-06	5/112	30	66,5	-
KABE	5-bolt, aluminumwheel (single axle)	05-06	5/112	35	69,1	-
KABE	4-bolt, steelwheel (twin axle)	07	4/100	30	57	-
KABE	4-bolt, aluminumwheel (twin axle)	07	4/100	30	67	-
KABE	5-bolt, all (single axle)	07	5/112	30	67	-
KABE	4-bolt, Hacienda (twin axle)	08-10	4/100	30	60	-
KABE	4-bolt, Hacienda (twin axle)	11	4/100	30	66	-
KABE	4-bolt (twin axle)	08-11	4/100	30	67	-
KABE	5-bolt, all (single axle)	08-11	5/112	30	67	-
KABE	4-bolt, all (twin axle)	12-14	4/100	30	67	-
KABE	5-bolt, all (single axle)	12-14	5/112	30	67	-
KABE	All	15-16	5/112	30	67	-
CARAVAN, SOLIFER	Caravan model	Year	Bolt pattern	Offset	Center bore	Stud size
SOLIFER	530 (the large bolt pattern)	79	4/139,7	-	-	-
HYUNDAI	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
HYUNDAI	Accent	95-99	4/114,3	46	67,1	N 12x1,50
HYUNDAI	Accent	00-06	4/100	46	54,1	N 12x1,50
HYUNDAI	Accent	07-11	4/100	46	54,1	N 12x1,50
HYUNDAI	Atos	98-00	4/114,3	46	67,1	N 12x1,50
HYUNDAI	Atos	01-07	4/100	46	54,1	N 12x1,50
HYUNDAI	Coupé	97-01	4/114,3	46	67,1	N 12x1,50
HYUNDAI	Coupé	02-08	5/114,3	46	67,1	N 12x1,50
HYUNDAI	Elantra	91-95	4/114,3	46	67,1	N 12x1,50
HYUNDAI	Elantra	96-00	4/114,3	46	67,1	N 12x1,50
HYUNDAI	Elantra	01-06	4/114,3	46	67,1	N 12x1,50
HYUNDAI	Genesis Coupé	10-16	5/114,3	35	67,1	N 12x1,50
HYUNDAI	Getz	03-09	4/100	46	54,1	N 12x1,50
HYUNDAI	Grandeur	06-10	5/114,3	38	67,1	N 12x1,50
HYUNDAI	H-1 / Starex	97-00	5/114,3	41	67,1	N 12x1,50
HYUNDAI	H-1 / Starex	01-07	5/120	41	67,1	N 14x1,50
HYUNDAI	H-1 / Starex	08-16	6/139,7	56	92,2	N 12x1,50
HYUNDAI	i10	08-13	4/100	46	54,1	N 12x1,50
HYUNDAI	i10	14-16	4/100	46	54,1	N 12x1,50
HYUNDAI	i20	08-14	4/100	46	54,1	M 12x1,50
HYUNDAI	i20	15-18	4/100	46	54,1	M 12x1,50
HYUNDAI	i30	07-18	5/114,3	46	67,1	M 12x1,50
HYUNDAI	i40	11-16	5/114,3	46	67,1	N 12x1,50
HYUNDAI	Ioniq	17-17	5/114,3	45	67,1	N 12x1,50
HYUNDAI	ix35 / Tucson	10-15	5/114,3	46	67,1	N 12x1,50
HYUNDAI	Kona	17-19	5/114,3	49	67,1	M 12x1,50
HYUNDAI	Matrix	01-08	4/114,3	46	67,1	N 12x1,50
HYUNDAI	Santa Fe	01-06	5/114,3	46	67,1	N 12x1,50
HYUNDAI	Santa Fe	07-12	5/114,3	41	67,1	N 12x1,50
HYUNDAI	Santa Fe	13-16	5/114,3	46	67,1	N 12x1,50
HYUNDAI	Sonata	93-98	4/114,3	46	67,1	N 12x1,50
HYUNDAI	Sonata	99-04	4/114,3	46	67,1	N 12x1,50
HYUNDAI	Sonata	05-10	5/114,3	46	67,1	N 12x1,50
HYUNDAI	Terracan	01-07	6/139,7	35	106,2	N 12x1,50
HYUNDAI	Tucson	05-10	5/114,3	46	67,1	N 12x1,50
HYUNDAI	Tucson	15-17	5/114,3	51	67,1	N 12x1,50
HYUNDAI	Veloster	12-16	5/114,3	46	67,1	N 12x1,50
INFINITI	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
INFINITI	EX/QX50 (J51)	08-16	5/114,3	40	66,1	N 12x1,25
INFINITI	FX (S50)	03-08	5/114,3	35	66,1	N 12x1,25
INFINITI	FX/QX70 (S51)	09-16	5/114,3	45	66,1	N 12x1,25
INFINITI	G/Q40/Q60 (V35, V36)	03-16	5/114,3	40	66,1	N 12x1,25
INFINITI	N (Y34, Y50, Y51)	03-16	5/114,3	40	66,1	N 12x1,25
INFINITI	Q50 (V37)	14-16	5/114,3	46	66,1	N 12x1,25
INFINITI	QX56/QX80 (JA60, Z62)	04-16	6/139,7	25	78,1	N 12x1,25
ISUZU	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
ISUZU	D-Max	02-11	6/139,7	35	100,0	N 12x1,50
ISUZU	D-Max	12-16	6/139,7	35	100,0	N 12x1,50
ISUZU	Pickup	88-02	6/139,7	30	108,0	N 12x1,50
ISUZU	Trooper	81-91	6/139,7	8	108,0	N 12x1,50
ISUZU	Trooper	92-02	6/139,7	30	108,0	N 12x1,50
JAGUAR	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
JAGUAR	E-Pace	17-	5/108	44	63,4	M 14x1,50
JAGUAR	F-Pace	15-18	5/108	44	63,4	M 14x1,50
JAGUAR	F-Type	13-18	5/108	35	63,4	M 12x1,50
JAGUAR	I-Pace	18-19	5/108	48	63,4	M 14x1,50
JAGUAR	S-Type	99-08	5/108	45	63,4	M 12x1,50
JAGUAR	XE	15-18	5/108	45	63,4	M 12x1,50
JAGUAR	XF / X250	08-15	5/108	45	63,4	M 12x1,50
JAGUAR	XF / X260	16-18	5/108	45	63,4	M 12x1,50
JAGUAR	XJ Series 1	68-73	5/120,65	33	73,8	M 1/2"
JAGUAR	XJ Series 2	73-79	5/120,65	33	73,8	M 1/2"
JAGUAR	XJ Series 3	79-92	5/120,65	33	73,8	M 1/2"
JAGUAR	XJ / XJ40	87-94	5/120,65	33	73,8	M 1/2"
JAGUAR	XJ / X300	94-97	5/120,65	33	73,8	M 1/2"
JAGUAR	XJ / X308	97-03	5/120,65	33	73,8	M 1/2"
JAGUAR	XJ / X350 / X358	03-09	5/108	45	63,4	M 12x1,50
JAGUAR	XJ / X351	10-18	5/108	45	63,4	M 12x1,50
JAGUAR	XK / XK8 / XKR	97-06	5/120,65	33	73,8	M 1/2"
JAGUAR	XK / XKR	07-15	5/108	45	63,4	M 12x1,50
JAGUAR	X-Type	02-09	5/108	45	63,4	M 12x1,50
JEEP	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
JEEP	Cherokee SJ	74-83	6/139,7	10	108	N 1/2"
JEEP	Cherokee XJ	84-01	5/114,3	32	71,6	N 1/2"
JEEP	Cherokee KJ (Liberty)	02-07	5/114,3	42	71,6	N 12x1,50
JEEP	Cherokee KK (Liberty)	08-13	5/114,3	42	71,6	N 12x1,50
JEEP	Cherokee KL	14-18	5/110	42	65,1	N 12x1,25
JEEP	CJ / Willys Jeep / AMC Jeep (all models)	44-86	5/139,7	10	108	N 1/2"
JEEP	Comanche MJ	85-92	5/114,3	32	71,6	N 1/2"
JEEP	Commander XK	06-10	5/127	50	71,6	N 1/2"
JEEP	Compass (gen 1)	07-17	5/114,3	40	67,1	N 12x1,50
JEEP	Compass (gen 2)	17-18	5/110	40	65,1	N 12x1,25
JEEP	Gladiator SJ	63-73	5/139,7	10	108	N 1/2"
JEEP	Grand Cherokee ZJ	93-98	5/114,3	25	71,6	N 1/2"
JEEP	Grand Cherokee WJ	99-04	5/127	50	71,6	N 1/2"
JEEP	Grand Cherokee WK	05-10	5/127	50	71,6	N 1/2"
JEEP	Grand Cherokee WK2	11-18	5/127	50	71,6	N 1/2"
JEEP	Patriot	07-16	5/114,3	40	67,1	N 12x1,50
JEEP	Pickup SJ / J10	74-88	6/139,7	10	108	N 1/2"
JEEP	Pickup SJ / J20	74-88	8/165,1	10	120,9	N 9/16" (18 UNF)
JEEP	Renegade	15-18	5/110	40	65,1	N 12x1,25
JEEP	Wagoneer / Grand Wagoneer SJ	63-73	5/139,7	10	108	N 1/2"
JEEP	Wagoneer / Grand Wagoneer SJ	74-92	6/139,7	10	108	N 1/2"
JEEP	Wrangler YJ	87-95	5/114,3	15	67,1	N 12x1,50
JEEP	Wrangler (all models) TJ	97-06	5/114,3	25	71,6	N 1/2"
JEEP	Wrangler JK	07-17	5/127	44	71,6	N 1/2"
JEEP	Wrangler Unlimited JK	07-17	5/127	44	71,6	N 1/2"
KIA	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
KIA	Carens	00-06	4/114,3	46	67,1	N 12x1,50
KIA	Carens	07-12	5/114,3	46	67,1	N 12x1,50
KIA	Carens	13-16	5/114,3	46	67,1	N 12x1,50
KIA	Carnival / Sedona	02-05	5/114,3	46	67,1	N 12x1,50
KIA	Carnival / Sedona	07-14	6/139,7	46	92,2	N 12x1,50
KIA	Carnival / Sedona	15-17	5/114,3	46	67,1	N 12x1,50
KIA	Cee'd	07-19	5/114,3	46	67,1	M 12x1,50
KIA	Cerato	04-09	4/114,3	46	67,1	N 12x1,50
KIA	Magentis / Optima	01-05	4/114,3	46	67,1	N 12x1,50
KIA	Magentis / Optima	06-10	5/114,3	46	67,1	N 12x1,50
KIA	Niro	16-17	5/114,3	45	67,1	N 12x1,50
KIA	Optima	11-15	5/114,3	41	67,1	N 12x1,50
KIA	Optima	16-16	5/114,3	41	67,1	N 12x1,50
KIA	Picanto	04-18	4/100	46	54,1	M 12x1,50
KIA	Rio	00-04	4/100	45	54,1	N 12x1,50
KIA	Rio	05-11	4/100	46	54,1	N 12x1,50
KIA	Rio	12-16	4/100	46	54,1	N 12x1,50
KIA	Sephia	92-97	4/100	46	56,1	N 12x1,50
KIA	Sephia	98-04	4/100	46	56,1	N 12x1,50
KIA	Shuma	98-04	4/100	46	56,1	N 12x1,50
KIA	Sorento	03-08	5/139,7	46	95,1	N 12x1,50
KIA	Sorento	09-14	5/114,3	46	67,1	N 12x1,50
KIA	Sorento	15-19	5/114,3	46	67,1	N 12x1,50
KIA	Soul	09-13	5/114,3	46	67,1	N 12x1,50
KIA	Soul	14-16	5/114,3	46	67,1	N 12x1,50
KIA	Sportage	93-03	5/139,7	46	95,1	N 12x1,50
KIA	Sportage	04-19	5/114,3	46	67,1	M 12x1,50
KIA	Stinger	17-19	5/114,3	33	67,1	M 12x1,50
KIA	Stonic	17-19	4/100	48	54,1	M 12x1,50
KIA	Venga	10-16	5/114,3	46	67,1	N 12x1,50
KTM	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
KTM	X-Bow	08-17	5/112	25 front, 42 rear	57,1	B 14x1,50
LADA	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
LADA	110, 111, 112	95-09	4/98	40	58,6	B 12x1,25
LADA	Granta	12-16	4/98	35	58,6	B 12x1,25
LADA	Kalina	04-16	4/98	38	58,6	B 12x1,25
LADA	Largus	12-16	4/100	45	60,1	B 12x1,5
LADA	Niva	77-16	5/139,7	55	98,1	B 12x1,25
LADA	Priora	07-16	4/98	38	58,6	B 12x1,25
LADA	Samara	84-13	4/98	40	58,6	B 12x1,25
LAMBORGHINI	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
LAMBORGHINI	Aventador	11-16	5/112	32 front, 55 rear	57,1	B 14x1,50
LAMBORGHINI	Countach	74-90	5/120	40 front, 60 rear	70,3	B 12x1,50
LAMBORGHINI	Diablo	90-01	5/120,65	40 front, 60 rear	70,3	B 12x1,50
LAMBORGHINI	Gallardo	04-14	5/112	42 front, 55 rear	57,1	B 14x1,50
LAMBORGHINI	Huracán	14-16	5/112	42	57,1	B 14x1,50
LAMBORGHINI	LM002 SUV	86-93	8/139,7	75	111,0	N 12x1,50
LAMBORGHINI	Murciélago	01-10	5/120,65	58 front, 15 rear	72,6	B 14x1,50
LANCIA	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
LANCIA	Dedra	89-00	4/98	40	58,1	B 12x1,25
LANCIA	Delta (Gen 1-2)	79-99	4/98	40	58,1	B 12x1,25
LANCIA	Delta (Gen 3)	08-14	4/98	35	58,1	B 12x1,25
LANCIA	Kappa	94-00	4/108	42	58,1	B 12x1,25
LANCIA	Musa	04-12	4/98	40	58,1	B 12x1,25
LANCIA	Phedra	02-11	5/98	32	58,1	B 14x1,50
LANCIA	Prisma	82-89	4/98	40	58,1	B 12x1,25
LANCIA	Thema	84-94	4/98	40	58,1	B 12x1,25
LANCIA	Thema	11-15	5/115	25	71,6	N 14x1,25
LANCIA	Voyager	11-16	5/127	40	71,6	N 12x1,50
LANCIA	Y10	85-95	4/98	38	58,1	B 12x1,25
LANCIA	Ypsilon / Y (Gen 1)	96-03	4/98	35	58,1	B 12x1,25
LANCIA	Ypsilon (Gen 2-3)	03-16	4/98	30	58,1	B 12x1,25
LANCIA	Zeta	94-02	5/98	32	58,1	B 14x1,50
LAND ROVER	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
LAND ROVER	Defender	90-16	5/165,1	33	114,3	N 16x1,50
