
ALFA ROMEO	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
OLDSMOBILE	Bravada (Gen 1-2)	91-01	5/120,65	12	70,3	N 12x1,50
OLDSMOBILE	Bravada (Gen 3)	02-04	6/127	50	78,3	N 12x1,50
OLDSMOBILE	Custom Cruiser (Gen 3)	91-92	5/127	12	78,3	N 12x1,50
OLDSMOBILE	Cutlass Calais	84-92	5/100	45	57,1	N 12x1,50
OLDSMOBILE	Cutlass Ciera	82-96	5/100	45	57,1	N 12x1,50
OLDSMOBILE	Cutlass Ciera Cruiser	82-96	5/115	42	70,3	N 12x1,50
OLDSMOBILE	Cutlass Supreme (Gen 5)	88-98	5/115	42	70,3	N 12x1,50
OLDSMOBILE	Firenza	82-89	5/100	45	57,1	N 12x1,50
OLDSMOBILE	Full-size cars (RWD)	77-85	5/120,65	5	70,3	N 7/16"-RH
OLDSMOBILE	Full-size cars (RWD with 403-engine)	64-92	5/127	12	78,3	N 1/2"-RH
OLDSMOBILE	Intrigue	97-03	5/115	42	70,3	N 12x1,50
OLDSMOBILE	Mid-size cars (RWD)	64-87	5/120,65	5	70,3	N 12x1,50
OLDSMOBILE	Omega (Gen 3)	80-84	5/100	42	57,1	N 12x1,50
OLDSMOBILE	Silhouette (Gen 1)	90-96	5/115	40	70,3	N 12x1,50
OLDSMOBILE	Silhouette (Gen 2)	97-05	5/115	45	70,3	N 12x1,50
OLDSMOBILE	Toronado (FWD, gen 3)	79-85	5/120,65	42	70,3	N 12x1,50
OLDSMOBILE	Toronado (FWD, gen 4)	86-92	5/115	42	70,3	N 12x1,50
OPEL	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
OPEL	Adam / Adam Rocks	12-17	4/100	38	56,6	B 12x1,50
OPEL	Adam S / Sportstar	15-17	5/110	44	65,1	B 12x1,50
OPEL	Agila	99-03	4/100	44	54,1	N 12x1,25
OPEL	Agila	03-08	4/100	44	54,1	B 12x1,25
OPEL	Agila	08-15	4/100	44	54,1	B 12x1,50
OPEL	Ampera / Chevrolet Volt	11-17	5/115	42	70,3	N 12x1,50
OPEL	Antara	06-17	5/115	45	70,3	N 12x1,50
OPEL	Ascona (A, B)	70-81	4/100	38	57,1	N 12x1,50
OPEL	Ascona (C)	81-88	4/100	49	56,6	B 12x1,50
OPEL	Astra (F)	91-98	4/100	49	56,6	B 12x1,50
OPEL	Astra 4-bolt (G)	98-04	4/100	40	56,6	B 12x1,50
OPEL	Astra 5-bolt (G)	98-04	5/110	48	65,1	B 12x1,50
OPEL	Astra 4-bolt (H)	04-09	4/100	40	56,6	B 12x1,50
OPEL	Astra 5-bolt (H)	04-09	5/110	36	65,1	B 12x1,50
OPEL	Astra (J)	09-15	5/105	40	56,6	B 12x1,50
OPEL	Astra 1.6 Turbo, 1.6 diesel, 1.7 diesel, 2.0 diesel (J)	09-15	5/115	42	70,3	B 12x1,50
OPEL	Astra (K)	15-17	5/105	40	56,6	N 12x1,50
OPEL	Calibra 4-bolt	90-97	4/100	49	56,6	B 12x1,50
OPEL	Calibra 5-bolt	90-97	5/110	49	65,1	B 12x1,50
OPEL	Campo (Gen 3)	88-03	6/139,7	36	110,0	N 12x1,50
OPEL	Cascada	13-17	5/115	42	70,3	N 12x1,50
OPEL	Combo (C)	01-11	4/100	49	56,1	B 12x1,50
OPEL	Combo (D)	11-17	5/98	40	58,1	B 12x1,25
OPEL	Corsa / Corsa Combo (A, B)	82-01	4/100	49	56,6	B 12x1,50
OPEL	Corsa (C)	00-06	4/100	49	56,6	B 12x1,50
OPEL	Corsa Combo 4-bolt (C)	01-11	4/100	49	56,6	B 12x1,50
OPEL	Corsa Combo 5-bolt (C)	01-11	5/110	49	56,6	B 12x1,50
OPEL	Corsa 4-bolt (D, E)	06-17	4/100	40	56,6	B 12x1,50
OPEL	Corsa 5-bolt (D, E)	06-17	5/110	36	65,1	B 12x1,50
OPEL	Crossland X	17-18	4/108	21	65,1	B 12x1,25
OPEL	Frontera (Gen 1-2)	89-04	6/139,7	38	110,0	N 12x1,50
OPEL	Grandland X	17-18	5/108	44	65,1	B 12x1,25
OPEL	GT (roadster)	06-10	5/110	50	65,1	N 12x1,50
OPEL	Insignia (gen 1)	08-17	5/120	40	67,1	M 14x1,50
OPEL	Insignia (gen 2)	17-18	5/115	45	70,3	M 12x1,50
OPEL	Kadett (C)	73-79	4/100	38	57,1	N 12x1,50
OPEL	Kadett (D, E)	79-92	4/100	49	56,6	B 12x1,50
OPEL	Karl	14-17	4/100	47	56,6	N 12x1,50
OPEL	Manta (A, B)	75-90	4/100	38	57,1	N 12x1,50
OPEL	Meriva 4-bolt (A)	03-10	4/100	38	56,6	B 12x1,50
OPEL	Meriva 5-bolt (A)	03-10	5/110	49	65,1	B 12x1,50
OPEL	Meriva 5-bolt (B)	10-17	5/110	36	65,1	B 12x1,50
OPEL	Mokka / Mokka X	12-17	5/105	38	56,6	N 12x1,50
OPEL	Monterey (Gen 2)	92-02	6/139,7	37	110,0	N 12x1,50
OPEL	Movano	98-17	5/130	65	89,1	B 14x1,50
OPEL	Omega (A, B)	86-03	5/110	33	65,1	B 12x1,50
OPEL	Rekord (D, E)	72-87	4/100	44	56,6	B 12x1,50
OPEL	Senator (A)	78-87	5/110	39	65,1	B 12x1,50
OPEL	Senator (B)	87-94	5/110	39	65,1	B 12x1,50
OPEL	Signum	03-08	5/110	36	65,1	B 12x1,50
OPEL	Sintra	96-99	5/115	50	70,3	N 12x1,50
OPEL	Speedster	00-05	5/110	36	65,1	N 12x1,50
OPEL	Tigra (A)	94-00	4/100	49	56,6	B 12x1,50
OPEL	Tigra (B)	04-09	4/100	38	56,6	B 12x1,50
OPEL	Vectra 4-bolt (A)	88-95	4/100	49	56,6	B 12x1,50
OPEL	Vectra 5-bolt (A)	88-95	5/110	49	65,1	B 12x1,50
OPEL	Vectra 4-bolt (B)	95-02	4/100	40	56,6	B 12x1,50
OPEL	Vectra 5-bolt (B)	95-02	5/110	49	65,1	B 12x1,50
OPEL	Vectra (C)	02-08	5/110	35	65,1	B 12x1,50
OPEL	Vivaro (X83)	01-14	5/118	50	71,1	B 14x1,50
OPEL	Vivaro (X82)	14-17	5/114,3	50	66,1	B 14x1,50
OPEL	Zafira (A)	99-05	5/110	48	65.1	B 12x1,50
OPEL	Zafira (B)	05-11	5/110	36	65.1	B 12x1,50
OPEL	Zafira Family	11-14	5/110	40	65.1	B 12x1,50
OPEL	Zafira Tourer	11-17	5/115	40	70.3	B 12x1,50
PEUGEOT	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
PEUGEOT	1007	05-09	4/108	25	65,1	B 12x1,25
PEUGEOT	106 (3-bolt)	92-04	3/98	16	55,1	B 12x1,25
PEUGEOT	106 (4-bolt)	92-04	4/108	20	65,1	B 12x1,25
PEUGEOT	107	05-14	4/100	40	54,1	B 12x1,50
PEUGEOT	108	14-16	4/100	35	54,1	B 12x1,50
PEUGEOT	2008	13-16	4/108	20	65,1	B 12x1,25
PEUGEOT	205	84-97	4/108	20	65,1	B 12x1,25
PEUGEOT	206, 206 cab, 206 SW	98-10	4/108	28	65,1	B 12x1,25
PEUGEOT	207, 207 cab, 207 SW	06-16	4/108	28	65,1	B 12x1,25
PEUGEOT	208	12-16	4/108	28	65,1	B 12x1,25
PEUGEOT	208 GTI	12-16	4/108	20	65,1	B 12x1,25
PEUGEOT	3008	09-16	4/108	28	65,1	B 12x1,25
PEUGEOT	3008 SUV	17-17	5/108	43	65,1	B 12x1,25
PEUGEOT	306	93-02	4/108	20	65,1	B 12x1,25
PEUGEOT	307, 307 cab, 307 SW	01-08	4/108	28	65,1	B 12x1,25
PEUGEOT	308 4-bolt (Gen 1, T7)	07-13	4/108	28	65,1	B 12x1,25
PEUGEOT	308 5-bolt (Gen 2, T9)	13-16	5/108	43	65,1	B 12x1,25
PEUGEOT	309	85-93	4/108	20	65,1	B 12x1,25
PEUGEOT	4007	07-12	5/114,3	38	67,1	N 12x1,50
PEUGEOT	4008	12-16	5/114,3	38	67,1	N 12x1,50
PEUGEOT	405	87-95	4/108	20	65,1	B 12x1,25
PEUGEOT	406	95-04	4/108	20	65,1	B 12x1,25
PEUGEOT	406 Coupé	96-05	4/108	12	65,1	B 12x1,25
PEUGEOT	407	04-10	5/108	44	65,1	B 12x1,25
PEUGEOT	5008	09-16	4/108	28	65,1	B 12x1,25
PEUGEOT	508	11-16	5/108	45	65,1	B 12x1,25
PEUGEOT	605	89-99	5/108	45	65,1	B 12x1,25
PEUGEOT	607	00-10	5/108	40	65,1	B 12x1,25
PEUGEOT	806	94-02	5/98	32	58,1	B 14x1,50
PEUGEOT	807	02-14	5/98	32	58,1	B 14x1,50
PEUGEOT	Bipper, Bipper Tepee	08-16	4/98	44	58,1	B 12x1,25
PEUGEOT	Boxer (small chassi, 15-inch wheel)	94-16	5/118	68	71,1	B 14x1,50
PEUGEOT	Boxer (large chassi, 16-inch wheel)	94-16	5/130	68	78,1	B 16x1,50
PEUGEOT	Expert (Gen 1)	96-07	5/98	31	58,1	B 14x1,50
PEUGEOT	Expert (Gen 2)	07-16	5/108	39	65,1	B 12x1,25
PEUGEOT	iOn	10-16	4/100	35	56,1	N 12x1,50
PEUGEOT	Partner (Gen 1)	97-08	4/108	18	65,1	B 12x1,25
PEUGEOT	Partner Tepee (Gen 2)	08-16	4/108	28	65,1	B 12x1,25
PEUGEOT	RCZ	10-16	5/108	28	65,1	B 12x1,25
PEUGEOT	Traveller	16-16	5/108	45	65,1	B 12x1,25
PONTIAC	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
PONTIAC	Aztek (from Breaking Bad!)	01-05	5/115	52	70,3	N 12x1,50
PONTIAC	Bonneville (Gen 4)	64-70	5/127	0	-	-
PONTIAC	Bonneville (Gen 8-9)	87-99	5/115	45	70,3	N 12x1,50
PONTIAC	Bonneville (Gen 10)	00-05	5/115	52	70,3	N 12x1,50
PONTIAC	Fiero	84-88	5/100	40	57,1	N 12x1,50
PONTIAC	Firebird (Gen 1-3)	67-92	5/120,65	15	70,3	N 12x1,50
PONTIAC	Firebird (Gen 4)	93-02	5/120,65	45	70,3	N 12x1,50
PONTIAC	G5 (4-bolt)	05-10	4/100	42	56,6	N 12x1,50
PONTIAC	G5 (5-bolt)	05-10	5/110	42	65,1	N 12x1,50
PONTIAC	G6	05-10	5/110	40	65,1	N 12x1,50
PONTIAC	G8	08-09	5/120	48	66,5	N 14x1,50
PONTIAC	Grand Am (Gen 1-2)	73-80	5/120,65	0	70,3	N 12x1,50
PONTIAC	Grand Am (Gen 3)	85-91	5/100	45	57,1	N 12x1,50
PONTIAC	Grand Am (Gen 4)	92-98	5/100	42	57,1	N 12x1,50
PONTIAC	Grand Am (Gen 5)	99-05	5/115	42	70,3	N 12x1,50
PONTIAC	Grand Prix (Gen 1)	62-68	5/127	0	-	-
PONTIAC	Grand Prix (Gen 2-4)	69-87	5/120,65	0	70,3	N 12x1,50
PONTIAC	Grand Prix (Gen 5-7)	88-08	5/115	52	70,3	N 12x1,50
PONTIAC	GTO (Gen 1-3)	64-74	5/120,65	0	70,3	N 12x1,50
PONTIAC	GTO (Gen 4)	04-06	5/120	48	69,5	N 12x1,50
PONTIAC	Le Mans (Gen 1)	61-63	5/114,3	0	-	-
PONTIAC	Le Mans (Gen 2-5)	64-81	5/120,65	0	70,3	N 12x1,50
PONTIAC	Phoenix RWD (Gen 1)	77-79	5/120,65	0	70,3	N 12x1,50
PONTIAC	Phoenix FWD (Gen 2)	80-84	5/120,65	35	70,3	N 12x1,50
PONTIAC	Montana, Trans Sport (Gen 1)	97-05	5/115	45	70,3	N 12x1,50
PONTIAC	Montana SV6 (5-bolt, gen 2)	05-09	5/115	52	70,3	N 12x1,50
PONTIAC	Montana SV6 (6-bolt, gen 2)	05-09	6/115	52	70,3	N 12x1,50
PONTIAC	Solstice	06-10	5/110	52	65,1	B 12x1,50
PONTIAC	Sunbird (Gen 3)	88-94	5/100	40	57,1	N 12x1,50
PONTIAC	Sunfire	95-05	5/100	45	57,1	N 12x1,50
PONTIAC	Tempest (Gen 1)	61-63	5/114,3	0	-	-
PONTIAC	Tempest (Gen 2)	64-70	5/120,65	0	70,3	N 12x1,50
PONTIAC	Trans Am (Gen 1-3)	69-92	5/120,65	15	70,3	N 12x1,50
PONTIAC	Trans Am (Gen 4)	93-02	5/120,65	45	70,3	N 12x1,50
PONTIAC	Trans Sport (Gen 1)	90-96	5/115	40	70,3	N 12x1,50
PONTIAC	Trans Sport (Gen 2)	97-99	5/115	45	70,3	N 12x1,50
PONTIAC	Ventura (Gen 1)	60-69	5/127	0	-	-
PONTIAC	Ventura (Gen 2)	71-77	5/120,65	0	70,3	N 12x1,50
PONTIAC	Vibe (Gen 1-2)	02-10	5/100	40	54,1	N 12x1,50
PONTIAC	Vibe AWD, GT (Gen 2)	09-10	5/114,3	40	54,1	N 12x1,50
PORSCHE	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
PORSCHE	911 (all models)	63-16	5/130	23 (without ABS), 57 (with ABS)	71,6 (certain models have 84,0!)	N 14x1,50 (certain models have only one large center bolt!)
PORSCHE	918 Spyder	14-15	5/130	57	71,6	N 14x1,50
PORSCHE	924	76-88	4/108	23	57,1	B 14x1,50
PORSCHE	928	78-95	5/130	50	71,6	N 14x1,50
PORSCHE	944 without ABS	83-86	5/130	25	71,6	N 14x1,50
PORSCHE	944 with ABS	87-91	5/130	50	71,6	N 14x1,50
PORSCHE	Boxster (986)	97-04	5/130	53	71,6	B 14x1,50
PORSCHE	Boxster (987)	05-12	5/130	55	71,6	B 14x1,50
PORSCHE	Boxster (981, 718)	12-17	5/130	57	71,6	B 14x1,50
PORSCHE	Carrera GT	04-07	5/130	57	71,6	N 14x1,50
PORSCHE	Cayenne (9PA, 92A)	03-18	5/130	53	71,6	B 14x1,50
PORSCHE	Cayenne (3rd gen PO536)	18-20	5/112	32	66,5	B 14x1,50
PORSCHE	Cayman (987)	05-12	5/130	55	71,6	B 14x1,50
PORSCHE	Cayman (981)	12-16	5/130	57	71,6	B 14x1,50
PORSCHE	Macan (95B)	14-19	5/112	26	66,5	B 14x1,50
PORSCHE	Panamera (Gen 1-2, 970/971)	10-20	5/130	62	71,6	B 14x1,50
RENAULT	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
RENAULT	19	88-96	4/100	36	60,1	B 12x1,50
RENAULT	21 (4-bolt)	86-95	4/100	40	60,1	B 12x1,50
RENAULT	21 (5-bolt)	86-95	5/108	40	60,1	B 12x1,50
MERCEDES	Alaskan Pickup	17-19	6/114,3	46	66,1	M 12x1,25
RENAULT	Avantime	01-03	5/108	42	60,1	B 14x1,50
RENAULT	Captur	13-17	4/100	40	60,1	B 12x1,50
RENAULT	Clio I	90-98	4/100	36	60,1	B 12x1,50
RENAULT	Clio I Sport/RS	90-98	4/100	60	60,1	B 12x1,50
RENAULT	Clio II	98-05	4/100	42	60,1	B 12x1,50
RENAULT	Clio II Sport/RS	98-05	4/100	60	60,1	B 12x1,50
RENAULT	Clio III	05-12	4/100	43	60,1	B 12x1,50
RENAULT	Clio III Sport/RS	05-12	4/100	63	60,1	B 12x1,50
RENAULT	Clio IV	12-16	4/100	44	60,1	B 12x1,50
RENAULT	Clio IV Sport/RS	12-16	4/100	55	60,1	B 12x1,50
RENAULT	Espace II	91-97	5/108	42	60,1	B 14x1,50
RENAULT	Espace III, IV	97-15	5/108	50	60,1	B 14x1,50
RENAULT	Espace V	15-17	5/114,3	37	66,1	B 14x1,50
RENAULT	Kadjar	15-17	5/114,3	40	66,1	B 12x1,50
RENAULT	Kangoo I (incl. Trekka 4WD)	97-08	4/100	36 for 13 inch, 42 for 15 inch	60,1	B 12x1,50
RENAULT	Kangoo II (4-bolt, short wheelbase)	08-16	4/100	44	60,1	B 12x1,50
RENAULT	Kangoo II (5-bolt, long wheelbase)	08-16	5/108	44	60,1	B 12x1,50
RENAULT	Koleos	08-16	5/114,3	42	66,1	N 12x1,25
RENAULT	Laguna I (4-bolt)	94-01	4/100	50	60,1	B 12x1,50
RENAULT	Laguna I (5-bolt)	94-01	5/108	50	60,1	B 14x1,50
RENAULT	Laguna II	01-08	5/108	50	60,1	B 12x1,50
RENAULT	Laguna III	08-15	5/114,3	47	66,1	B 14x1,25
RENAULT	Master (15-inch, gen 1)	80-97	5/170	66	130,1	B 14x1,50
RENAULT	Master (16-inch, gen 2-3)	97-16	5/130	66	89,1	B 14x1,50
RENAULT	Mégane I	95-02	4/100	42	60,1	B 12x1,50
RENAULT	Mégane II (4-bolt)	02-08	4/100	45	60,1	B 12x1,50
RENAULT	Mégane II (5-bolt)	02-08	5/108	49	60,1	B 12x1,50
RENAULT	Mégane III	08-16	5/114,3	47	66,1	B 12x1,50
RENAULT	Modus, Grand Modus	04-12	4/100	42	60,1	B 12x1,50
RENAULT	Scénic I / Mégane Scénic	96-03	4/100	42	60,1	B 12x1,50
RENAULT	Scénic, Grand Scénic II	03-09	4/100	48	60,1	B 12x1,50
RENAULT	Scénic, Grand Scénic III	09-16	5/114,3	48	66,1	B 12x1,50
RENAULT	Scénic Conquest	07-09	5/108	36	60,1	B 14x1,50
RENAULT	Scénic RX4	00-03	5/108	36	60,1	B 14x1,50
RENAULT	Talisman	15-17	5/114,3	37	66,1	B 12x1,50
RENAULT	Trafic (Gen 1)	81-01	4/160	58	60,1	B 14x1,50
RENAULT	Trafic (Gen 2)	01-14	5/118	50	71,1	B 14x1,50
RENAULT	Trafic (Gen 3)	14-17	5/114,3	50	66,1	B 14x1,50
RENAULT	Twingo I	93-07	4/100	36	60,1	B 12x1,50
RENAULT	Twingo II	07-14	4/100	30	60,1	B 12x1,50
RENAULT	Twingo III	14-17	4/100	38	60,1	B 12x1,50
RENAULT	Twizy	12-17	3/100	23	60,1	B 12x1,50
RENAULT	Wind	10-13	4/100	54	60,1	B 12x1,50
RENAULT	Zoe	12-17	4/100	40	60,1	B 12x1,50
ROVER	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
ROVER	200 Series (Mk1-Mk3)	84-00	4/100	45	56,1	N 12x1,50
ROVER	25	00-06	4/100	45	56,1	N 12x1,50
ROVER	400 Series (Mk1-Mk2)	90-00	4/100	45	56,1	N 12x1,50
ROVER	45	90-06	4/100	45	56,1	N 12x1,50
ROVER	600 Series	93-99	4/114,3	50	64,1	N 12x1,50
ROVER	75	99-06	5/100	50	56,1	B 14x1,50
ROVER	800 Series	86-99	4/114,3	50	64,1	N 12x1,50
ROVER	CityRover	03-06	4/100	45	56,1	N 12x1,50
ROVER	Streetwise	03-06	4/100	45	56,1	N 12x1,50
SAAB	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
SAAB	90	84-87	4/114,3	45	71,5	N 1/2" UNF
SAAB	92	50-57	5/170	-	-	B
SAAB	93	57-60	5/170	-	-	B
SAAB	95	60-78	5/170	-	-	B
SAAB	96	60-80	5/170	-	-	B
SAAB	99	69-84	4/114,3	45	71,5	N 1/2" UNF
SAAB	900	79-88	4/114,3	40	71,5	N 1/2" UNF
SAAB	900	88-93	4/108	39	65,1	B 14x1,50
SAAB	900	94-98	5/110	40	65,1	B 12x1,50
SAAB	9000	84-98	4/108	33	65,1	B 14x1,50
SAAB	9-2X	05-06	5/100	50	56,1	N 12x1,25
SAAB	9-3 (Gen 1)	98-02	5/110	49	65,1	B 12x1,50
SAAB	9-3 (Gen 2)	03-11	5/110	41	65,1	B 12x1,50
SAAB	9-4X	11-11	6/120	53	66,9	N 12x1,50
SAAB	9-5 (Gen 1)	97-10	5/110	49	65,1	B 12x1,50
SAAB	9-5 (Gen 2)	10-12	5/120	40	67,1	M 14x1,50
SAAB	9-7X	05-09	6/127	35	78,1	N 12x1,50
SAAB	Sonett I / 94	55-57	5/170	-	-	B
SAAB	Sonett II / 97	66-69	5/170	-	-	B
SAAB	Sonett III / 97	70-74	5/170	-	-	B
SEAT	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
SEAT	Alhambra (Gen 1)	96-10	5/112	55	57,1	B 14x1,50
SEAT	Alhambra (Gen 2)	10-16	5/112	40	57,1	B 14x1,50
SEAT	Altea, Altea XL/Freetrack	04-16	5/112	50	57,1	B 14x1,50
SEAT	Arosa	97-05	4/100	42	57,1	B 12x1,50
SEAT	Ateca	16-18	5/112	44	57,1	B 14x1,50
SEAT	Córdoba (4-bolt, gen 1)	93-02	4/100	42	57,1	B 12x1,50
SEAT	Córdoba (5-bolt, gen 1)	93-02	4/100	38	57,1	B 12x1,50
SEAT	Córdoba (Gen 2)	02-09	5/100	38	57,1	B 14x1,50
SEAT	Exeo	09-13	5/112	42	57,1	B 14x1,50
SEAT	Ibiza (Gen 1)	84-93	4/98	44	58,1	B 12x1,25
SEAT	Ibiza (Gen 2)	93-02	4/100	42	57,1	B 12x1,50
SEAT	Ibiza (Gen 3-5)	02-18	5/100	40	57,1	B 14x1,50
SEAT	Inca	96-03	4/100	42	57,1	B 12x1,50
SEAT	León, León Cupra (Gen 1)	99-06	5/100	38	57,1	B 14x1,50
SEAT	León, León Cupra (Gen 2-3)	05-16	5/112	50	57,1	B 14x1,50
SEAT	Mii	11-16	4/100	35	57,1	B 12x1,50
SEAT	Toledo (Gen 1)	91-99	4/100	42	57,1	B 12x1,50
SEAT	Toledo (Gen 2)	99-04	5/100	38	57,1	B 14x1,50
SEAT	Toledo (Gen 3)	04-09	5/112	50	57,1	B 14x1,50
SEAT	Toledo (Gen 4)	12-16	5/100	45	57,1	B 14x1,50
SKODA	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
SKODA	Citigo	12-16	4/100	35	57,1	B 12x1,50
SKODA	Fabia, Fabia Scout (Gen 1-3)	00-16	5/100	42	57,1	B 14x1,50
SKODA	Favorit, Forman, Pick-up	87-92	4/100	38	57,1	B 12x1,50
SKODA	Favorit, Forman, Pick-up	92-95	4/100	45	57,1	B 12x1,50
SKODA	Felicia	95-01	4/100	38	57,1	B 12x1,50
SKODA	Karoq	17-18	5/112	42	57,1	B 14x1,50
SKODA	Kodiaq	17-18	5/112	40	57,1	B 14x1,50
SKODA	Octavia	97-05 (Mk1)	5/100	38	57,1	B 14x1,50
SKODA	Octavia, Octavia Scout (Mk2, Mk3)	05-16	5/112	47	57,1	B 14x1,50
SKODA	Pick-up / Pickup (Felicia Pick-up)	95-01	4/100	38	57,1	B 12x1,50
SKODA	Praktik	07-15	5/100	42	57,1	B 14x1,50
SKODA	Rapid	12-16	5/100	45	57,1	B 14x1,50
SKODA	Roomster, Roomster Scout	06-15	5/100	42	57,1	B 14x1,50
SKODA	Superb (B5/3U)	02-08	5/112	38	57,1	B 14x1,50
SKODA	Superb (B6/3T)	08-15	5/112	47	57,1	B 14x1,50
SKODA	Superb (B8/3V)	15-16	5/112	42	57,1	B 14x1,50
SKODA	Yeti	10-16	5/112	45	57,1	B 14x1,50
TRAILERS, GENERAL	Trailer model	Year	Bolt pattern	Offset	Center bore	Stud size
TRAILERS, GENERAL	4-bolt	-	4/100	30	57,1	-
TRAILERS, GENERAL	5-bolt	-	5/112	30	66,5	-
TRAILERS, REKO TRAILER	Trailer model	Year	Bolt pattern	Offset	Center bore	Stud size
REKO TRAILER	1300	97	5/112	30	-	-
SMART	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
SMART	Forfour (Gen 1)	04-06	4/114,3	46	67,1	N 12x1,50
SMART	Forfour (Gen 2)	14-17	4/100	38 front, 36 rear	60,1	B 12x1,50
SMART	Fortwo (Gen 1-2)	98-13	3/112	24 front, 22 rear	57,1	B 12x1,50
SMART	Fortwo (Gen 3)	14-17	4/100	38 front, 36 rear	60,1	B 12x1,50
SMART	Roadster	03-06	3/112	24	57,1	B 12x1,50
SSANGYONG	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
SSANGYONG	Actyon (Gen 1)	06-10	5/130	43	84,1	N 14x1,50
SSANGYONG	Actyon (Gen 2)	10-16	5/112	43	66,5	B 12x1,50
SSANGYONG	Korando (Gen 2)	97-06	6/139,7	15	110,0	N 12x1,50
SSANGYONG	Korando (Gen 3)	10-16	5/112	43	66,5	B 12x1,50
SSANGYONG	Kyron	06-16	5/130	43	84,1	N 14x1,50
SSANGYONG	Musso	93-05	6/139,7	15	110,0	N 12x1,50
SSANGYONG	Rexton (Gen 1)	01-06	6/139,7	43	102,0	N 12x1,50
SSANGYONG	Rexton (Gen 2)	06-12	5/130	43	84,1	N 14x1,50
SSANGYONG	Rodius	05-16	5/130	43	84,1	B 14x1,50
SSANGYONG	Tivoli	15-16	5/112	43	66,5	B 12x1,50
SUBARU	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
SUBARU	BRZ	12-16	5/100	48	56,1	N 12x1,25
SUBARU	Forester	98-16	5/100	55	56,1	N 12x1,25
SUBARU	Impreza	93-16	5/100	55	56,1	N 12x1,25
SUBARU	Impreza WRX STI	94-05	5/100	53	56,1	N 12x1,25
SUBARU	Impreza WRX STI / WRX STI	05(facelift)-16	5/114,3	53	56,1	N 12x1,25
SUBARU	Justy (Gen 1)	89-95	4/100	45	59,1	N 12x1,25
SUBARU	Justy (Gen 2)	95-03	4/114,3	45	60,1	N 12x1,25
SUBARU	Justy (Gen 3)	03-07	4/100	45	54,1	B 12x1,50
SUBARU	Justy (Gen 4)	07-11	4/100	40	54,1	N 12x1,50
SUBARU	Legacy	90-14	5/100	55	56,1	N 12x1,25
SUBARU	Levorg	15-16	5/100	55	56,1	N 12x1,25
SUBARU	Outback	96-14	5/100	48	56,1	N 12x1,25
SUBARU	Outback	15-16	5/114,3	55	56,1	N 12x1,25
SUBARU	Trendy / Justy (Gen 1)	84-88	4/100	45	59,1	N 12x1,25
SUBARU	Trezia	11-16	5/100	45	54,1	N 12x1,50
SUBARU	Tribeca	06-14	5/114,3	55	56,1	N 12x1,25
SUBARU	XV	12-17	5/100	48	56,1	M 12x1,25
SUBARU	XV	18-19	5/100	55	56,1	M 12x1,25
SUZUKI	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
SUZUKI	Alto	94-02	4/114,3	45	60,1	N 12x1,25
SUZUKI	Alto	02-14	4/100	45	54,1	N 12x1,25
SUZUKI	Baleno	95-02	4/100	45	54,1	N 12x1,25
SUZUKI	Baleno	15-17	4/100	40	54,1	N 12x1,25
SUZUKI	Celerio	14-17	4/100	45	54,1	N 12x1,25
SUZUKI	Grand Vitara	98-05	5/139,7	10	108,0	N 12x1,25
SUZUKI	Grand Vitara	05-14	5/114,3	45	60,1	N 12x1,25
SUZUKI	Ignis	00-03	4/100	45	54,1	N 12x1,25
SUZUKI	Ignis	03-08	4/100	45	54,1	B 12x1,50
SUZUKI	Ignis	16-18	4/100	40	54,1	N 12x1,25
SUZUKI	Jimny / Samurai	81-98	5/139,7	5	108,0	N 12x1,25
SUZUKI	Jimny / Samurai	98-17	5/139,7	5	108,0	N 12x1,25
SUZUKI	Kizashi	09-15	5/114,3	45	60,1	N 12x1,25
SUZUKI	Liana	01-07	4/100	45	54,1	N 12x1,25
SUZUKI	LJ80 / Jimny	70-81	5/139,7	10	108,0	N 12x1,25
SUZUKI	Reno	04-09	4/114,3	40	57,1	N 12x1,50
SUZUKI	S-Cross / SX4 S-Cross	13-17	5/114,3	50	60,1	B 12x1,50
SUZUKI	Samurai / Jimny	81-98	5/139,7	5	108,0	N 12x1,25
SUZUKI	Samurai / Jimny	98-17	5/139,7	5	108,0	N 12x1,25
SUZUKI	SJ 410/413	81-98	5/139,7	10	108,0	N 12x1,25
SUZUKI	Splash	08-14	4/100	45	54,1	B 12x1,50
SUZUKI	Swift	88-04	4/114,3	45	60,1	N 12x1,25
SUZUKI	Swift	05-10	4/100	40	54,1	B 12x1,50
SUZUKI	Swift Sport	05-10	5/114,3	40	60,1	B 12x1,50
